Column1,Column2
0,店舗じゃないのかよ
0,あらたなレさキャラの誕生
0,急上昇0位ダァ
0,略してヒカプレ
0,途中でよく首がモゲますね
0,ください
0,うんoemかまぁたべてみるよ
0,おっきくなったね
0,00この0の作り方できなくね
0,これ辛いの麻婆豆腐しか食ったことのない中学生でもくえますか
0,実質休んでない
0,宇宙じゃないんかーーーいっ笑
0,あれこれご報告のサムネがちがうは
0,神
0,えなんですかこのナレーション笑
0,試食の時口ピチャピチャさせない
0,むしろしょーもなでバズる目的だった説
0,super店員
0,ビックダディって言ったの誰
0,0回食ってみよ
0,しおきんお願いします
0,ジョイフル0億円のあの人を超えれるかな
0,明日やー
0,自分用00
0,ブドウアイスって人やばいな
0,00ちっちゃい頃から
0,幸福招キン
0,おー★
0,みっそきんtvえーぶりでー
0,何かご報告から長い文になった
0,うまちょ
0,00当たり前
0,サムネ変わった
0,もっと休んでくれ
0,復活
0,00パパパパパパンッパパンッ
0,ちょっと高いなその値段ならおにぎりと揚げ物買うってなる
0,うまそ
0,これめっちゃ美味かった
0,デカキンバージョンは大盛りですか
0,しおきんきそう
0,簡潔にはなさんかい
0,笑
0,どこにある買う
0,売り切れ続出しそうだな
0,私性餅性
0,蒙古タンメン買おっと
0,00いいねぇー
0,健常者なら大丈夫じゃね皆が平等じゃあないから
0,値段はいくら
0,えろーん
0,00自分用
0,さきないとさんコメントきましたありがとうございますきました
0,自分用00
0,休んでなくて草休めよ
0,んあれどこ
0,マスオtvありますか〜
0,一十二度見ても
0,奈良県もうありますか皆さん教えてください
0,生半可な気持ちでやらないで
0,買うの恥ずい
0,なんやねん
0,すするやん
0,0週間も休んだ言い訳がこれはなあ
0,なんえん
0,一年じゃそう簡単にできないよあまいは
0,セイキンヒヤシチュウカ
0,小池百合子
0,蒙古タンメン買うわ
0,うわ釣られたわ
0,でも結局お金入るのは自分のところだろ笑
0,00ん
0,あさってやん
0,かうと思った人↓
0,再生数が0万人いって欲しい人↓
0,結構期待はずれ
0,いつまで活動休止するの
0,とんこつきんしょうゆきんしおきんはよ
0,税金対策
0,ぼったくり
0,引退悲しいです
0,バズり目的の為に使われてて可哀想
0,な
0,けんからか
0,クッピーラムネ0袋買った方がまだいい
0,0円に値下げしろ
0,今から間に合いますか
0,これ0円もするってホント
0,くるりと蒙古タンメンに謝った方がいいよ
0,正直に言います失望しました
0,みそかみそきらいなんよ
0,ミソキソ
0,00東京に上京頭痛が痛い
0,視聴者を弄ぶな
0,禊ん
0,また小銭稼ぐの
0,結局金儲け
0,いらん
0,あ
0,他力本願な感じがゆがめない
0,まじでどうでもいい
0,いい歳したおっさんがこれレジ持ってきたら笑うわ
0,誰が買うか
0,まずそ
0,は
0,あ
0,友達いないのは今もだろ
0,いらねぇー
0,しょーもな
0,内容しょうもないな笑
0,で一週間休んで何をしていたん笑要は期待商法やんな一週間身を隠して遊んで期待値を上げたかったん
0,なんで0万もとーろくしゃいるのバイシューしてんだろ
0,しょーもな
